,xopt,yopt,regret,doe,normalized_regret,f_s,min_dist_to_opt,max_dist_to_opt,real_xopt,real_yopt,bo_history
0,"[0.024012281989054036, 0.512138226215585]",[-348.51291239],[10.92708761],"[array([-0.60176021,  4.36011109]), array([-1.81853325,  0.830982  ]), array([ 0.38628819, -1.01615452]), array([ 2.65353174, -3.85258546]), array([4.94699098, 3.14575376]), array([-3.76233388, -2.73836125])]",[4.39145156e-05],0,1.5284281847632162,5.816879845184687,[-0.30217356  0.63928956],-359.44,"[[[-0.6017602147194658, 4.360111092139338], [-1.8185332533273346, 0.8309819980687134], [0.38628818737971393, -1.0161545208105438], [2.6535317350016516, -3.8525854599710527], [4.946990977540192, 3.1457537641212756], [-3.7623338787304634, -2.7383612482599955]], [[0.2860638018845076, 3.201016062862125]], [[-1.9166236266000407, 2.5847618130879866]], [[0.5390138190485712, 4.918360116950715]], [[-3.5444751767067766, 3.9003304755045445]], [[1.913798619758012, -0.6312140798113406]], [[3.5933067793145366, -4.510763688183516]], [[1.8250577540318362, -1.146880695446148]], [[2.058065233620421, 4.507753942541076]], [[-3.6449282313639872, 0.13801710106699988]], [[-3.6276514140755185, 0.7971332176221515]], [[0.024012281989054036, 0.512138226215585]], [[-2.1906497082947234, 0.06292591715018446]], [[-4.913225820272639, -5.0]], [[5.0, -3.443956736863323]], [[5.0, -0.811558312646636]], [[-0.340571185817416, -2.0902040138061233]], [[-5.0, -1.4085536340633036]], [[-0.8220655016195533, -0.4046496476346846]], [[-1.07213671620222, 3.068058489569629]], [[-4.036861784860174, -1.7033161720595125]], [[-2.683506677696522, 3.34431598241949]], [[3.52978795376892, -1.0245706631483316]], [[3.817131882993106, -3.2397667761935582]], [[4.636817026188278, -1.889439491423836]], [[-2.7612263579220997, 4.360414651873088]], [[-1.1546365999711679, -1.5443479692174151]]]"
1,"[1.9384563413074316, 4.851587588877208]",[128.10961073],[4.27961073],"[array([-0.60176021,  4.36011109]), array([-1.81853325,  0.830982  ]), array([ 0.38628819, -1.01615452]), array([ 2.65353174, -3.85258546]), array([4.94699098, 3.14575376]), array([-3.76233388, -2.73836125])]",[1.36172839e-05],1,1.7722226705623791,5.542667444413206,[-0.03006086  0.70646751],123.83,"[[[-0.6017602147194658, 4.360111092139338], [-1.8185332533273346, 0.8309819980687134], [0.38628818737971393, -1.0161545208105438], [2.6535317350016516, -3.8525854599710527], [4.946990977540192, 3.1457537641212756], [-3.7623338787304634, -2.7383612482599955]], [[-3.6134052065980695, 1.8196305896436549]], [[3.3700036583958504, 1.594905861732733]], [[-0.1861622706772863, 3.0177270720224243]], [[-0.4863965170442387, 0.1760690079883778]], [[-0.566146078889126, 4.478597484260289]], [[1.3131730840836002, 1.1111952616283698]], [[-1.755540201099745, -1.9577774392184617]], [[2.6573678541993626, 3.2821759771531522]], [[5.0, 1.090746791006903]], [[-2.697675249505548, -4.441852236658053]], [[4.191178918607371, 2.116341056307415]], [[-0.4477131695354821, -3.116924791453166]], [[-5.0, -5.0]], [[1.367384569509673, 2.5642751407225632]], [[-0.478705154679413, 1.5465963495382322]], [[-1.2305929067401034, -0.6486028537152116]], [[2.00678070507417, -0.1813115109074379]], [[-1.0550349111068607, -5.0]], [[1.359978681733856, -0.0680084955406808]], [[4.237687931436257, -0.30613735211451343]], [[2.9737059355375113, 5.0]], [[-0.5551667686240837, -1.6145913956243567]], [[1.9384563413074316, 4.851587588877208]], [[1.054621607101072, 3.338418177450213]], [[1.288109507490517, -0.9171359732847221]], [[-5.0, -1.308304557338567]]]"
2,"[3.6607920298713754, -1.8995219870711146]",[49.47740127],[1.96740127],"[array([-0.60176021,  4.36011109]), array([-1.81853325,  0.830982  ]), array([ 0.38628819, -1.01615452]), array([ 2.65353174, -3.85258546]), array([4.94699098, 3.14575376]), array([-3.76233388, -2.73836125])]",[6.10770662e-06],2,1.0039599097055711,5.320035692382128,[ 0.70421685 -0.06386419],47.51,"[[[-0.6017602147194658, 4.360111092139338], [-1.8185332533273346, 0.8309819980687134], [0.38628818737971393, -1.0161545208105438], [2.6535317350016516, -3.8525854599710527], [4.946990977540192, 3.1457537641212756], [-3.7623338787304634, -2.7383612482599955]], [[1.6530269527121948, -4.735526323938851]], [[-2.6356586599367917, -4.972743370780522]], [[3.5728512431187354, -1.0135200043951738]], [[-1.7947700468672603, -0.2825364376310021]], [[-4.747212740766785, -2.4548568409300437]], [[1.0531186423447665, 4.187076214497406]], [[-4.197035015702687, -1.6028323207292638]], [[3.2664731915432514, -4.626597030831633]], [[3.798231277852977, -1.0169912295905228]], [[-0.8328490077594467, -2.662196791743238]], [[-5.0, 3.0219117014485914]], [[0.10720880245356987, 1.4388135012439007]], [[5.0, -2.6255442112501473]], [[-3.763982827665521, 1.4785854668958474]], [[-5.0, 5.0]], [[-1.2021419496589574, 2.2075303753672646]], [[3.6607920298713754, -1.8995219870711146]], [[0.25258069573742004, -3.3678313066520995]], [[2.066076317363497, -1.0070304573145594]], [[-3.148099661727831, 0.3160582230207538]], [[0.13377536781270497, 0.24797058327035626]], [[0.6501861096638011, -5.0]], [[-2.9022527742758655, 3.808016580535851]], [[1.6744143856512785, 3.496359107252726]], [[-2.772186993990553, 0.7432883087662283]], [[4.432566378925891, -2.203584048171335]]]"
3,"[0.5134080100702838, -0.07828856579874965]",[56.65560172],[1.31560172],"[array([-0.60176021,  4.36011109]), array([-1.81853325,  0.830982  ]), array([ 0.38628819, -1.01615452]), array([ 2.65353174, -3.85258546]), array([4.94699098, 3.14575376]), array([-3.76233388, -2.73836125])]",[5.20866123e-06],3,1.3416377139894198,6.544936960201866,[-0.67832142 -0.1996999 ],55.34,"[[[-0.6017602147194658, 4.360111092139338], [-1.8185332533273346, 0.8309819980687134], [0.38628818737971393, -1.0161545208105438], [2.6535317350016516, -3.8525854599710527], [4.946990977540192, 3.1457537641212756], [-3.7623338787304634, -2.7383612482599955]], [[-1.2780109110232676, -1.1440107644491038]], [[-2.0206773917837193, -1.629896147219132]], [[-5.0, 5.0]], [[5.0, 0.06381252511520792]], [[5.0, 1.3184293694574287]], [[5.0, -1.2772507122507613]], [[-1.2442304556991268, 4.684564221797935]], [[0.9204039097477793, 0.5581470058267154]], [[-0.3344222846023222, -4.540311819813461]], [[-3.417432063458143, -1.8108822253885757]], [[-1.3131865746828855, 2.295428321793429]], [[-0.5740231502489038, -3.3296308684499074]], [[1.3201782832072826, 3.9117861737905026]], [[-5.0, -0.5941714600541382]], [[-5.0, 2.086305526215653]], [[5.0, 0.6967601154806893]], [[5.0, 2.2064375597317087]], [[-5.0, 2.600684217353434]], [[-0.45162587181403085, -1.606484856610534]], [[1.1943975345045952, -0.48791593160270086]], [[-3.3474868819099575, -0.2826557693831937]], [[-0.8011288869219316, 0.7100453951249648]], [[0.5134080100702838, -0.07828856579874965]], [[-4.36787127775417, 0.3296227463390718]], [[-0.21597370965836069, 2.242835627452227]], [[0.6159408694004008, 0.9255830654308154]]]"
4,"[0.38628818737971393, -1.0161545208105438]",[-83.48322968],[6.84677032],"[array([-0.60176021,  4.36011109]), array([-1.81853325,  0.830982  ]), array([ 0.38628819, -1.01615452]), array([ 2.65353174, -3.85258546]), array([4.94699098, 3.14575376]), array([-3.76233388, -2.73836125])]",[4.21171898e-05],4,1.4068589356563057,5.977201543830088,[-0.43917136  0.55419177],-90.33,"[[[-0.6017602147194658, 4.360111092139338], [-1.8185332533273346, 0.8309819980687134], [0.38628818737971393, -1.0161545208105438], [2.6535317350016516, -3.8525854599710527], [4.946990977540192, 3.1457537641212756], [-3.7623338787304634, -2.7383612482599955]], [[1.4688202274340512, -3.5249710161142147]], [[1.380045683575752, -3.447939174875041]], [[-5.0, 0.08701011775283608]], [[5.0, 0.12150714939654139]], [[-0.21523404394411372, 0.16595339175066254]], [[-5.0, 1.120664594019869]], [[0.11392225619275534, -1.8817364567262025]], [[-3.0982515302121065, -1.6946508823740285]], [[-0.8501939131741412, 0.5239979687044798]], [[3.9217880444588027, -1.1122765605880052]], [[-2.1544433490831163, -0.10992666360359737]], [[5.0, -1.1692586093589739]], [[-2.018669157764515, -3.2363746527760844]], [[-3.625894975841132, 0.7946232654376447]], [[-5.0, 3.1473644206671705]], [[-4.603944440476612, -1.832186498077045]], [[2.129849778437564, -0.2642800430365048]], [[1.5965590511539502, -1.2776668094518997]], [[-5.0, -5.0]], [[-3.7635257292388236, -2.036209188706067]], [[-2.313055299731049, -2.0887364931296437]], [[-3.968547320855454, 2.2887303085987796]], [[0.8942076817850905, 0.8072165517843423]], [[-5.0, 5.0]], [[0.9556190860358111, -0.036667288908411665]], [[3.898171989243802, -0.30954988941755784]]]"
5,"[1.3009903025437013, 0.15911621082358873]",[69.41422343],[3.80422343],"[array([-0.60176021,  4.36011109]), array([-1.81853325,  0.830982  ]), array([ 0.38628819, -1.01615452]), array([ 2.65353174, -3.85258546]), array([4.94699098, 3.14575376]), array([-3.76233388, -2.73836125])]",[3.03870439e-05],5,0.8985448947410739,6.519104334072829,[-0.40073477 -0.58259046],65.61,"[[[-0.6017602147194658, 4.360111092139338], [-1.8185332533273346, 0.8309819980687134], [0.38628818737971393, -1.0161545208105438], [2.6535317350016516, -3.8525854599710527], [4.946990977540192, 3.1457537641212756], [-3.7623338787304634, -2.7383612482599955]], [[2.7586574942959166, -2.203319790890154]], [[2.9886625175544608, 5.0]], [[-5.0, 5.0]], [[-2.714037154564677, -5.0]], [[0.3919529346998649, -1.1374172919900083]], [[-0.8072042726041355, -2.3187767831878054]], [[1.9349320962291883, -0.6517086320176063]], [[-0.6002416034116328, 0.42953793621564657]], [[2.4032330348719717, -1.81139927489371]], [[3.56086879845229, -5.0]], [[-1.6392960637987861, 5.0]], [[0.3396903470077012, -3.0412786805079146]], [[-1.1880575018307722, 1.2190890967022254]], [[3.2194453658655675, -4.719779302613641]], [[1.6341480051921693, -4.504030699405282]], [[-1.4038150061593262, -5.0]], [[1.3009903025437013, 0.15911621082358873]], [[0.8721564722401722, 5.0]], [[-1.9658236542015042, -5.0]], [[-0.320510496098779, -4.778639671096188]], [[3.4432012913718975, -2.1938380313934207]], [[-0.01674715649219245, 5.0]], [[-0.15949464869042548, -0.9265142363257843]], [[-1.55887786353071, -2.6217528147379188]], [[3.4383051694536713, -3.6024980777821973]], [[0.05100309935982347, 2.54176055576284]]]"
6,"[0.38628818737971393, -1.0161545208105438]",[-287.11240896],[2.96759104],"[array([-0.60176021,  4.36011109]), array([-1.81853325,  0.830982  ]), array([ 0.38628819, -1.01615452]), array([ 2.65353174, -3.85258546]), array([4.94699098, 3.14575376]), array([-3.76233388, -2.73836125])]",[1.81117609e-05],6,1.2956313960140342,6.2310226029780305,[-0.61821562  0.3432338 ],-290.08,"[[[-0.6017602147194658, 4.360111092139338], [-1.8185332533273346, 0.8309819980687134], [0.38628818737971393, -1.0161545208105438], [2.6535317350016516, -3.8525854599710527], [4.946990977540192, 3.1457537641212756], [-3.7623338787304634, -2.7383612482599955]], [[0.26842350789107394, -0.9730522839527318]], [[5.0, 1.567671155552193]], [[-4.302041411447404, -1.6410005824859166]], [[0.9922513094532923, 1.085623845011922]], [[5.0, -0.5900535747849504]], [[-1.4040644970406015, 1.907159856467566]], [[-5.0, -5.0]], [[-0.6309920132353048, -1.3845827818548064]], [[0.10911345342135682, -1.1200734880688497]], [[-5.0, 1.2899824068702392]], [[-0.21269874798848354, 0.3873128736059756]], [[0.24597426375414663, -2.4485775996768]], [[0.5340896450360885, -1.8777709984810116]], [[-5.0, 0.3429173653106638]], [[4.62852453746979, 4.916162086181963]], [[-4.632962718997878, 4.970887854602196]], [[-3.6452563177420405, -3.6009008042916024]], [[3.622689442550099, -1.480375057481812]], [[-2.0694149795715053, -3.057273588519027]], [[-0.3343595509791836, -5.0]], [[0.06466066080445732, -1.4759452330532516]], [[-3.989535684394658, -5.0]], [[-2.7395050616475025, -1.0253978013264753]], [[2.444239944490223, 0.07225259872167486]], [[-0.16046143588086004, 1.1425387665058242]], [[-1.1537675419774334, -0.1969136466300117]]]"
7,"[-2.8275128601847443, -0.1621164926000419]",[26.29548413],[1.19548413],"[array([-0.60176021,  4.36011109]), array([-1.81853325,  0.830982  ]), array([ 0.38628819, -1.01615452]), array([ 2.65353174, -3.85258546]), array([4.94699098, 3.14575376]), array([-3.76233388, -2.73836125])]",[4.60650407e-06],7,1.3067506222407688,6.360245885523235,[-0.68234872  0.18547298],25.1,"[[[-0.6017602147194658, 4.360111092139338], [-1.8185332533273346, 0.8309819980687134], [0.38628818737971393, -1.0161545208105438], [2.6535317350016516, -3.8525854599710527], [4.946990977540192, 3.1457537641212756], [-3.7623338787304634, -2.7383612482599955]], [[-0.12172220685607194, 2.3894772272275313]], [[4.1807712712505065, -2.4472036754389768]], [[-1.2240182859258097, -4.697644149185457]], [[1.8201542009805793, 4.631859110993169]], [[4.237330333843429, -0.9639980434757442]], [[1.9566843307654886, 1.1166049902604085]], [[-3.959259382960364, -4.591360184271921]], [[0.060718215424192944, 1.0317351425706043]], [[-2.9031784088841315, -0.9723134301865645]], [[2.6095991032244794, 2.158304294880865]], [[-1.5604764620762508, -1.8024790901724952]], [[-0.7988707293403273, -0.7593462545092032]], [[-5.0, 1.144519427087242]], [[-2.8275128601847443, -0.1621164926000419]], [[5.0, 5.0]], [[-2.5166133295388784, -4.021358573063426]], [[-5.0, -0.9085387863449705]], [[5.0, 1.2548973821324954]], [[-1.4598191316250106, -3.5050214216623647]], [[-1.7868383109879826, -3.7876954578333635]], [[1.5957498497763036, -0.0692267024673558]], [[0.6795158312985559, -0.2526238535962893]], [[1.072889586909601, -1.7148110671118157]], [[0.19613890278224488, -3.2440814853934654]], [[4.06388680005173, -0.5280182342383597]], [[-1.201374199932662, -0.5273789666141688]]]"
8,"[-0.0008432775958024427, 0.9679782633474999]",[-87.51208615],[0.04791385],"[array([-0.60176021,  4.36011109]), array([-1.81853325,  0.830982  ]), array([ 0.38628819, -1.01615452]), array([ 2.65353174, -3.85258546]), array([4.94699098, 3.14575376]), array([-3.76233388, -2.73836125])]",[1.57006974e-07],8,1.7479743710926634,5.452272786106257,[0.07234558 0.70339613],-87.56,"[[[-0.6017602147194658, 4.360111092139338], [-1.8185332533273346, 0.8309819980687134], [0.38628818737971393, -1.0161545208105438], [2.6535317350016516, -3.8525854599710527], [4.946990977540192, 3.1457537641212756], [-3.7623338787304634, -2.7383612482599955]], [[-2.04937004321953, 5.0]], [[1.7692475631017825, 5.0]], [[-0.6974866665898626, -0.1081997976790976]], [[3.1204673813858608, 1.9003413655009094]], [[-5.0, 0.3894786302507131]], [[-2.4838070902555085, -5.0]], [[-0.0823205324236004, -5.0]], [[-1.3470182900487655, 5.0]], [[-4.470896120267739, -5.0]], [[0.8426326545137853, -5.0]], [[2.3444643562788934, -5.0]], [[-3.4172236065373394, 5.0]], [[0.594275483747443, 5.0]], [[3.8209534466224104, -5.0]], [[-3.6963954041872045, 1.1094216597440931]], [[-1.2991436830462129, 2.66801712643964]], [[0.9377813463231096, 0.7961449694275933]], [[-1.6081326709226096, -1.7896625105026074]], [[5.0, -1.995199982133567]], [[-2.1880240123458123, -0.2103017309176897]], [[-0.35291737607748097, 2.272842749755757]], [[1.185458679478403, 3.001340523113493]], [[-5.0, 2.16693823870908]], [[4.389693478683885, -0.7854013287115356]], [[-0.0008432775958024427, 0.9679782633474999]], [[1.5012176437897264, -1.5020344416534137]]]"
9,"[-2.6221128151816946, 3.784804035325833]",[70.22658749],[10.15658749],"[array([-0.60176021,  4.36011109]), array([-1.81853325,  0.830982  ]), array([ 0.38628819, -1.01615452]), array([ 2.65353174, -3.85258546]), array([4.94699098, 3.14575376]), array([-3.76233388, -2.73836125])]",[4.96407316e-05],9,1.2690254378703685,6.561836864932564,[-0.64858395 -0.28167155],60.07,"[[[-0.6017602147194658, 4.360111092139338], [-1.8185332533273346, 0.8309819980687134], [0.38628818737971393, -1.0161545208105438], [2.6535317350016516, -3.8525854599710527], [4.946990977540192, 3.1457537641212756], [-3.7623338787304634, -2.7383612482599955]], [[-0.4589114875713984, 4.550734302691695]], [[-0.9518027561373726, 1.3653475207114052]], [[-2.023109917433859, 4.3847163814956165]], [[0.7094857899702651, -4.224630338086797]], [[-2.000831074133529, 3.018684000745294]], [[-0.4841658004101062, -0.036452820759852234]], [[2.5081722082979776, -1.2905710104366113]], [[1.253676409522831, -0.5571850149690275]], [[-1.4762210108922327, 3.3533122299038167]], [[-4.4099522972420795, 3.802616371999332]], [[5.0, -2.9036384506405666]], [[-2.6221128151816946, 3.784804035325833]], [[0.7277976207923804, -0.6846069619060403]], [[5.0, -0.3184927418219176]], [[2.2033507399078816, 0.5756875302404282]], [[-5.0, -0.3725982658586254]], [[-5.0, 5.0]], [[-2.930501601904971, -0.5708539150266887]], [[5.0, -5.0]], [[-5.0, 1.3733319897878262]], [[-1.2219394937526618, 2.5455246568916516]], [[-0.20499277226029733, 3.2782985348277514]], [[4.3094411841158315, -1.4209881684648717]], [[3.6708624008938435, 2.4191368000526468]], [[3.1848758487267492, 0.3968724472855741]], [[1.727870902038501, -5.0]]]"
10,"[-0.16519108316045328, 1.6296011376747208]",[-136.45200197],[0.17799803],"[array([-0.60176021,  4.36011109]), array([-1.81853325,  0.830982  ]), array([ 0.38628819, -1.01615452]), array([ 2.65353174, -3.85258546]), array([4.94699098, 3.14575376]), array([-3.76233388, -2.73836125])]",[7.40774822e-07],10,1.6039718408405343,5.731284126697356,[-0.22254229  0.67117429],-136.63,"[[[-0.6017602147194658, 4.360111092139338], [-1.8185332533273346, 0.8309819980687134], [0.38628818737971393, -1.0161545208105438], [2.6535317350016516, -3.8525854599710527], [4.946990977540192, 3.1457537641212756], [-3.7623338787304634, -2.7383612482599955]], [[-3.6721141438050466, 2.914351962144983]], [[1.903614276887403, -4.358089073908737]], [[0.08319133054967587, -0.6597390978696414]], [[0.3730394703003928, -0.9606959848997335]], [[2.8414699310978677, 4.468787108100792]], [[-2.195098039474519, -4.297745425221886]], [[-1.4954100712833507, -1.4915002878957058]], [[4.301251347987947, 5.0]], [[-3.5210989486763284, -5.0]], [[5.0, 0.03567633125786642]], [[3.249240986865315, 2.258238327492993]], [[4.105025366716882, 3.205298477530921]], [[-0.8610961416612333, 1.5039195059680834]], [[1.732417829915574, 2.576407156270747]], [[5.0, 4.051749433861441]], [[-0.44152033707340244, -5.0]], [[-2.524379956486913, -2.8076398492251693]], [[0.5741235402221428, 5.0]], [[-5.0, -5.0]], [[0.3728140465216009, 0.3066694443540181]], [[-0.9450070464752631, 1.3661431503360735]], [[-0.16519108316045328, 1.6296011376747208]], [[4.7150097048129025, 3.0134195352661366]], [[0.7825277062290699, -3.226250258697566]], [[2.3789499068076676, 1.1899376481229915]], [[0.22713588992394165, 3.7790487131844266]]]"
11,"[-2.71825127157554, -5.0]",[167.9100475],[3.9800475],"[array([-0.60176021,  4.36011109]), array([-1.81853325,  0.830982  ]), array([ 0.38628819, -1.01615452]), array([ 2.65353174, -3.85258546]), array([4.94699098, 3.14575376]), array([-3.76233388, -2.73836125])]",[1.24445973e-05],11,0.5301891474712265,6.303940553574957,[-0.04354737 -0.70576457],163.93,"[[[-0.6017602147194658, 4.360111092139338], [-1.8185332533273346, 0.8309819980687134], [0.38628818737971393, -1.0161545208105438], [2.6535317350016516, -3.8525854599710527], [4.946990977540192, 3.1457537641212756], [-3.7623338787304634, -2.7383612482599955]], [[-2.8894204069950202, -3.109194248001834]], [[-0.4383815316981341, -2.001452868044047]], [[-1.4343302079093103, -0.9627874047068885]], [[0.08576369738493785, -5.0]], [[-0.20851646755854766, -0.05992898106050465]], [[-3.4240833194175258, 2.0142562871691974]], [[-4.0062196142346505, -5.0]], [[3.4549093536612467, 5.0]], [[5.0, 5.0]], [[-2.4718212573445633, -0.09205318523990888]], [[-2.4042002132535156, 5.0]], [[1.191456932312834, 3.2081142033323538]], [[1.4538519950015052, 5.0]], [[3.173128954233045, 0.9406684676256556]], [[-0.2682655976094719, 2.2844753190443217]], [[-0.429575103639455, -1.210298419306574]], [[-5.0, 0.3225927680039123]], [[1.6722735115161675, 1.1641810200397558]], [[3.5409364078444403, 3.167503299606853]], [[-1.3660831121711443, -2.8066275205357796]], [[4.61486614798974, 2.0939729471029054]], [[-5.0, -5.0]], [[-3.5583980121519643, 1.6372332083944672]], [[-1.1584381721095447, -3.3201286436896007]], [[-3.4803033747828502, -0.26279897558652454]], [[-2.71825127157554, -5.0]]]"
